srcIP,srcPort,dstIP,dstPort,numPackets,numBytes,streamID,maybe_TotalPackets,maybe_PercentFiltered,numPacketsSent,numBytesSent,numPacketsRecv,numBytesRecv,relStartTimestampInSec,duration,bpsSent,bpsRecv
"172.16.133.41",53146,"199.102.234.31",80,13,5033,10842,0,0,7,2972,6,2061,119.471977,0.07192100000000323,330584,229251
"172.16.133.67",56043,"172.16.139.250",5440,10,1022,10843,0,0,10,1022,0,0,119.496607,0.005711000000005129,1431623,0
"172.16.133.41",52647,"23.67.243.18",80,1,60,10844,0,0,1,60,0,0,119.516176,0,"",""
"172.16.133.56",61487,"172.16.139.250",5440,12,1142,10845,0,0,12,1142,0,0,119.518536,0.0049910000000039645,"",""
"172.16.133.97",59444,"66.151.150.190",443,6,366,10846,0,0,4,246,2,120,119.526061,0.2665719999999965,7382,3601
"172.16.133.97",59445,"216.219.113.250",443,7,426,10847,0,0,4,246,3,180,119.526901,0.2673819999999978,7360,5385
"172.16.133.41",53147,"199.102.234.31",80,13,5730,10848,0,0,6,2895,7,2835,119.545519,0.16927400000000148,136819,133983
"172.16.133.41",53148,"172.16.139.250",5440,12,1142,10849,0,0,12,1142,0,0,119.574163,0.016097000000002026,567559,0
"172.16.133.71",57571,"157.56.241.118",443,24,8207,10850,0,0,13,1906,11,6301,119.591222,1.1058249999999958,13788,45584
"172.16.133.85",52330,"172.16.139.250",5440,10,1022,10851,0,0,10,1022,0,0,119.591364,0.01464800000000821,558164,0
"172.16.133.42",57184,"172.16.139.250",5440,12,1142,10852,0,0,12,1142,0,0,119.593561,0.03280700000000536,278477,0
"172.16.133.43",57840,"172.16.139.250",5440,10,1022,10853,0,0,10,1022,0,0,119.644976,0.006034999999997126,1354763,0
"172.16.133.13",53096,"172.16.139.250",5440,10,1022,10854,0,0,10,1022,0,0,119.664977,0.005631000000008157,1451962,0
"172.16.133.41",53149,"199.102.234.31",80,14,5094,10855,0,0,8,3033,6,2061,119.668515,0.12273000000000422,197702,134343
"172.16.133.20",62452,"172.16.139.250",5440,10,1022,10856,0,0,10,1022,0,0,119.712305,0.0065400000000011005,1250152,0
"172.16.133.75",51036,"172.16.139.250",5440,10,1022,10857,0,0,10,1022,0,0,119.730899,0.00869400000000553,940418,0
"172.16.133.28",65530,"172.16.139.250",5440,10,1022,10858,0,0,10,1022,0,0,119.744798,0.005684999999999718,1438170,0
"172.16.133.163",3555,"15.240.238.52",80,7,432,10859,0,0,4,246,3,186,119.74601,14.572866999999988,135,102
"172.16.133.163",3556,"15.240.238.52",80,7,432,10860,0,0,4,246,3,186,119.747006,14.571932000000004,135,102
"172.16.133.163",3557,"15.240.238.52",80,7,432,10861,0,0,4,246,3,186,119.747263,14.571728000000007,135,102
"172.16.133.163",3558,"66.235.139.153",80,16,9527,10862,0,0,10,7773,6,1754,119.747938,17.227833000000004,3609,814
"172.16.133.163",3559,"66.235.139.153",80,4,252,10863,0,0,2,126,2,126,119.748184,10.814282000000006,93,93
"172.16.133.163",3560,"66.235.139.153",80,4,252,10864,0,0,2,126,2,126,119.748425,12.55576099999999,80,80
"172.16.133.163",3561,"74.125.226.207",443,14,4029,10865,0,0,8,958,6,3071,119.756169,10.08962600000001,759,2434
"172.16.133.99",56101,"172.16.139.250",5440,12,1142,10866,0,0,12,1142,0,0,119.77041,0.014379000000005249,635371,0
"172.16.133.41",53150,"199.102.234.31",80,13,5730,10867,0,0,6,2895,7,2835,119.792782,0.12976799999999855,178472,174773
"172.16.133.87",60266,"172.16.139.250",5440,10,1022,10868,0,0,10,1022,0,0,119.795392,0.005302999999997837,1541768,0
"172.16.133.35",50032,"172.16.139.250",5440,12,1142,10869,0,0,12,1142,0,0,119.803285,0.023143000000004577,394762,0
"172.16.133.116",53545,"172.16.139.250",5440,12,1142,10870,0,0,12,1142,0,0,119.810225,0.013106999999990876,697032,0
"172.16.133.163",3562,"192.221.102.253",80,6,372,10871,0,0,4,246,2,126,119.815282,14.45422400000001,136,69
"172.16.133.163",3563,"192.221.102.253",80,6,372,10872,0,0,4,246,2,126,119.815429,14.453789999999998,136,69
"172.16.133.163",3564,"192.221.102.253",80,6,372,10873,0,0,4,246,2,126,119.815591,14.453131999999997,136,69
"172.16.133.163",3565,"192.221.102.253",80,6,372,10874,0,0,4,246,2,126,119.815696,14.454071999999996,136,69
"172.16.133.163",3566,"63.116.244.155",80,6,372,10875,0,0,4,246,2,126,119.815799,14.44777400000001,136,69
"172.16.133.163",3567,"63.116.244.155",80,6,372,10876,0,0,4,246,2,126,119.815925,14.448232000000019,136,69
"172.16.133.116",53546,"172.16.139.250",5440,12,1142,10877,0,0,12,1142,0,0,119.82395700000001,0.01567899999999156,582690,0
"172.16.133.84",58850,"172.16.139.250",5440,12,1142,10878,0,0,12,1142,0,0,119.8295,0.015595000000004688,585828,0
"172.16.133.116",53547,"172.16.139.250",5440,10,1022,10879,0,0,10,1022,0,0,119.840177,0.008167999999997733,1000979,0
"172.16.133.41",53151,"199.102.234.31",80,14,5094,10880,0,0,8,3033,6,2061,119.897191,0.06547099999998807,370606,251836
"172.16.133.49",55852,"172.16.139.250",5440,12,1142,10881,0,0,12,1142,0,0,119.90731,0.006427999999999656,1421281,0
"172.16.133.95",57027,"172.16.139.250",5440,12,1142,10882,0,0,12,1142,0,0,119.946326,0.006698000000000093,1363989,0
"172.16.133.54",64679,"67.69.174.8",80,32,14164,10883,0,0,18,3907,14,10257,119.961606,148.28103699999997,210,553
"172.16.133.41",53152,"199.102.234.31",80,13,5730,10884,0,0,6,2895,7,2835,119.964151,0.19201800000000446,120613,118113
"172.16.133.92",57741,"172.16.139.250",5440,10,1022,10885,0,0,10,1022,0,0,119.972686,0.015696000000005483,520897,0
"172.16.133.73",60732,"180.153.31.250",443,8,486,10886,0,0,5,306,3,180,119.985565,1.486212000000009,1647,968
"172.16.133.29",61013,"172.16.139.250",5440,12,1142,10887,0,0,12,1142,0,0,119.990045,0.017418000000006373,524514,0
"172.16.133.44",64894,"172.16.139.250",5440,12,1142,10888,0,0,12,1142,0,0,119.997307,0.006215999999994892,1469755,0
"172.16.133.207",55991,"172.16.139.250",5440,12,1142,10889,0,0,12,1142,0,0,120.022319,0.0146000000000015,625753,0
"172.16.133.83",57149,"172.16.139.250",5440,12,1142,10890,0,0,12,1142,0,0,120.03198,0.015310999999996966,596695,0
"172.16.133.184",33853,"96.43.146.22",443,17,3992,10891,0,0,10,1090,7,2902,120.043676,7.0700140000000005,1233,3283
"172.16.133.184",33854,"96.43.146.22",443,17,3992,10892,0,0,10,1090,7,2902,120.04518,7.068714999999997,1233,3284
"172.16.133.93",60778,"172.16.139.250",5440,10,1022,10893,0,0,10,1022,0,0,120.048831,0.020174999999994725,405254,0
"172.16.133.11",55200,"172.16.139.250",5440,12,1142,10894,0,0,12,1142,0,0,120.065214,0.00895900000000438,1019756,0
"172.16.133.55",57689,"172.16.139.250",5440,10,1022,10895,0,0,10,1022,0,0,120.069795,0.007483000000007678,1092609,0
"172.16.133.73",60733,"172.16.139.250",5440,12,1142,10896,0,0,12,1142,0,0,120.093364,0.006370000000003984,1434222,0
"172.16.133.53",54177,"172.16.139.250",5440,12,1142,10897,0,0,12,1142,0,0,120.095273,0.008444999999994707,1081823,0
"172.16.133.21",53252,"172.16.139.250",5440,10,1022,10898,0,0,10,1022,0,0,120.098434,0.01542299999999841,530117,0
"172.16.133.30",62683,"172.16.139.250",5440,10,1022,10899,0,0,10,1022,0,0,120.102338,0.007390999999998371,1106210,0
"172.16.133.25",63546,"172.16.139.250",5440,10,1022,10900,0,0,10,1022,0,0,120.10864,0.009296000000006188,879518,0
"172.16.133.41",53153,"199.102.234.31",80,14,5094,10901,0,0,7,2973,7,2121,120.110085,0.10801299999999969,220195,157092
"172.16.133.34",50497,"172.16.139.250",5440,12,1142,10902,0,0,12,1142,0,0,120.118533,0.005669999999994957,1611287,0
"172.16.133.97",59446,"172.16.139.250",5440,10,1022,10903,0,0,10,1022,0,0,120.12842,0.014540999999994142,562272,0
"172.16.133.41",53154,"199.102.234.31",80,14,5789,10904,0,0,8,3014,6,2775,120.195918,0.083005,290488,267453
"172.16.133.33",57959,"172.16.139.250",5440,10,1022,10905,0,0,10,1022,0,0,120.202311,0.005396000000004619,1515196,0
"172.16.133.68",60814,"172.16.139.250",5440,10,1022,10906,0,0,10,1022,0,0,120.234521,0.00836400000000026,977522,0
"172.16.133.12",59837,"172.16.139.250",5440,10,1022,10907,0,0,10,1022,0,0,120.24761,0.0058810000000022455,1390239,0
"172.16.133.63",53945,"172.16.139.250",5440,10,1022,10908,0,0,10,1022,0,0,120.257469,0.005454999999997767,1498808,0
"172.16.133.66",53937,"172.16.139.250",5440,10,1022,10909,0,0,10,1022,0,0,120.272007,0.014578999999997677,560806,0
"172.16.133.41",53155,"199.102.234.31",80,14,5095,10910,0,0,7,2973,7,2122,120.280229,0.15693499999999005,151553,108172
"172.16.133.82",61407,"172.16.139.250",5440,10,1022,10911,0,0,10,1022,0,0,120.286339,0.01575300000000368,519012,0
"172.16.133.37",60683,"172.16.139.250",5440,10,1022,10912,0,0,10,1022,0,0,120.299794,0.0064339999999987185,1270749,0
"173.194.43.4",443,"172.16.133.36",64971,7,564,10913,0,0,4,366,3,198,120.396182,0.04186099999999726,69945,37839
"172.16.133.54",64680,"63.146.126.10",80,16,9827,10914,0,0,8,2205,8,7622,120.399865,1.0441589999999934,16893,58397
"172.16.133.54",64681,"63.146.126.10",80,16,8557,10915,0,0,8,2242,8,6315,120.400302,1.8463840000000005,9714,27361
"172.16.133.132",36679,"96.43.146.48",443,57,26441,10916,0,0,32,6593,25,19848,120.423827,20.088496000000006,2625,7904
"172.16.133.67",52206,"172.16.139.250",5500,28,11660,10917,0,0,28,11660,0,0,120.435034,83.516446,1116,0
"172.16.133.78",59274,"172.16.139.250",5440,12,1142,10918,0,0,12,1142,0,0,120.455751,0.028545999999991523,320044,0
"172.16.133.67",56044,"172.16.139.250",5440,10,1022,10919,0,0,10,1022,0,0,120.509908,0.014780999999999267,553142,0
"172.16.133.56",61488,"172.16.139.250",5440,12,1142,10920,0,0,12,1142,0,0,120.533101,0.005027999999995814,1817024,0
"172.16.133.41",53156,"172.16.139.250",5440,12,1142,10921,0,0,12,1142,0,0,120.589177,0.006195999999988544,1474499,0
"172.16.133.235",2699,"172.16.131.10",8080,26,8877,10922,0,0,13,6865,13,2012,120.604992,19.053283000000008,2882,844
"172.16.133.85",52331,"172.16.139.250",5440,12,1142,10923,0,0,12,1142,0,0,120.605384,0.0059040000000010195,1547425,0
"172.16.133.42",57185,"172.16.139.250",5440,12,1142,10924,0,0,12,1142,0,0,120.60647,0.021042999999991707,434158,0
"172.16.133.43",57841,"172.16.139.250",5440,12,1142,10925,0,0,12,1142,0,0,120.659366,0.00660299999999836,1383613,0
"172.16.133.13",53097,"172.16.139.250",5440,12,1142,10926,0,0,12,1142,0,0,120.678105,0.005527999999998201,1652677,0
"172.16.133.49",55853,"157.56.241.118",443,24,9451,10927,0,0,11,2715,13,6736,120.690807,1.6094429999999988,13495,33482
"172.16.133.20",62453,"172.16.139.250",5440,12,1142,10928,0,0,12,1142,0,0,120.727373,0.00489199999999812,"",""
"172.16.133.75",51037,"172.16.139.250",5440,10,1022,10929,0,0,10,1022,0,0,120.744053,0.005399000000011256,1514354,0
"172.16.133.28",65531,"172.16.139.250",5440,12,1142,10931,0,0,12,1142,0,0,120.757254,0.006284999999991214,1453619,0
"172.16.133.99",56102,"172.16.139.250",5440,12,1142,10932,0,0,12,1142,0,0,120.784849,0.004821000000006848,"",""
"172.16.133.54",64682,"173.194.43.45",80,7,432,10933,0,0,4,246,3,186,120.806897,5.834721999999999,337,255
"172.16.133.87",60267,"172.16.139.250",5440,12,1142,10934,0,0,12,1142,0,0,120.807131,0.016175000000004047,564822,0
"172.16.133.35",50033,"172.16.139.250",5440,12,1142,10935,0,0,12,1142,0,0,120.818345,0.008951000000010367,1020668,0
"172.16.133.116",53548,"172.16.139.250",5440,10,1022,10936,0,0,10,1022,0,0,120.822406,0.007846999999998161,1041926,0
"172.16.133.116",53549,"172.16.139.250",5440,12,1142,10937,0,0,12,1142,0,0,120.83084,0.0059360000000054924,1539083,0
"172.16.133.116",53550,"172.16.139.250",5440,10,1022,10938,0,0,10,1022,0,0,120.837318,0.006065000000006648,1348062,0
"172.16.133.84",58851,"172.16.139.250",5440,10,1022,10939,0,0,10,1022,0,0,120.843682,0.0054149999999992815,1509879,0
"172.16.133.49",55854,"172.16.139.250",5440,12,1142,10940,0,0,12,1142,0,0,120.921517,0.006290000000007012,1452464,0
"172.16.133.95",57028,"172.16.139.250",5440,10,1022,10941,0,0,10,1022,0,0,120.960313,0.014697999999995659,556266,0
"172.16.133.54",64683,"173.194.43.58",443,10,2862,10942,0,0,5,480,5,2382,120.962537,0.05031400000000019,76320,378741
"172.16.133.67",56045,"172.16.139.250",5440,10,1022,10943,0,0,10,1022,0,0,120.980637,0.00533500000000231,1532521,0
"172.16.133.92",57742,"172.16.139.250",5440,12,1142,10944,0,0,12,1142,0,0,120.98655,0.015451000000012982,591288,0
"172.16.133.54",64684,"173.194.43.58",443,38,6349,10945,0,0,20,2258,18,4091,120.988326,175.46571400000002,102,186
"172.16.133.29",61014,"172.16.139.250",5440,10,1022,10946,0,0,10,1022,0,0,121.005799,0.006929999999996994,1179797,0
"172.16.133.44",64895,"172.16.139.250",5440,12,1142,10947,0,0,12,1142,0,0,121.011774,0.006089000000002898,1500410,0
"172.16.133.207",55992,"172.16.139.250",5440,12,1142,10948,0,0,12,1142,0,0,121.036572,0.02505099999999061,364696,0
"172.16.133.83",57150,"172.16.139.250",5440,10,1022,10949,0,0,10,1022,0,0,121.045881,0.011917000000011058,686078,0
"172.16.133.93",60779,"172.16.139.250",5440,12,1142,10950,0,0,12,1142,0,0,121.06311,0.005054999999998699,1807319,0
"172.16.133.54",64685,"199.38.164.156",80,7,432,10951,0,0,4,246,3,186,121.064331,5.577122000000003,352,266
"172.16.133.54",64686,"199.38.164.156",80,10,1483,10952,0,0,6,830,4,653,121.064841,115.14196100000001,57,45
"172.16.133.11",55201,"172.16.139.250",5440,10,1022,10953,0,0,10,1022,0,0,121.078014,0.005668999999997482,1442229,0
"172.16.133.55",57690,"172.16.139.250",5440,12,1142,10954,0,0,12,1142,0,0,121.082409,0.00646199999999908,1413803,0
"172.16.133.73",60734,"172.16.139.250",5440,12,1142,10955,0,0,12,1142,0,0,121.10663,0.00639900000000182,1427723,0
"172.16.133.53",54178,"172.16.139.250",5440,10,1022,10956,0,0,10,1022,0,0,121.108804,0.007465999999993755,1095097,0
"172.16.133.21",53253,"172.16.139.250",5440,10,1022,10957,0,0,10,1022,0,0,121.112618,0.00771699999999953,1059479,0
"172.16.133.30",62684,"172.16.139.250",5440,10,1022,10958,0,0,10,1022,0,0,121.116127,0.008380999999999972,975539,0
"172.16.133.25",63547,"172.16.139.250",5440,10,1022,10959,0,0,10,1022,0,0,121.122607,0.006467999999998142,1264069,0
"172.16.133.34",50498,"172.16.139.250",5440,10,1022,10960,0,0,10,1022,0,0,121.132446,0.016970000000000596,481791,0
"172.16.133.97",59447,"172.16.139.250",5440,10,1022,10961,0,0,10,1022,0,0,121.142248,0.014746000000002368,554455,0
"172.16.133.97",59448,"67.217.64.244",443,6,366,10962,0,0,4,246,2,120,121.180043,0.06212200000000223,31679,15453
"172.16.133.33",57960,"172.16.139.250",5440,10,1022,10963,0,0,10,1022,0,0,121.216071,0.01576000000000022,518781,0
"172.16.133.68",60816,"172.16.139.250",5440,10,1022,10964,0,0,10,1022,0,0,121.249201,0.015857999999994377,515575,0
"172.16.133.12",59838,"172.16.139.250",5440,12,1142,10965,0,0,12,1142,0,0,121.261584,0.00730000000000075,1251506,0
"172.16.133.97",59449,"216.115.223.200",443,6,366,10966,0,0,4,246,2,120,121.271024,0.10559100000000399,18637,9091
"172.16.133.63",53946,"172.16.139.250",5440,12,1142,10967,0,0,12,1142,0,0,121.271769,0.006113999999996622,1494275,0
"172.16.133.66",53938,"172.16.139.250",5440,12,1142,10968,0,0,12,1142,0,0,121.285862,0.015495999999998844,589571,0
"172.16.133.82",61408,"172.16.139.250",5440,12,1142,10969,0,0,12,1142,0,0,121.300534,0.006429999999994607,1420839,0
"172.16.133.37",60684,"172.16.139.250",5440,10,1022,10970,0,0,10,1022,0,0,121.312944,0.005656999999999357,1445289,0
"172.16.133.54",64687,"64.208.138.143",80,11,2332,10971,0,0,6,1253,5,1079,121.404105,10.075631999999999,994,856
"172.16.133.54",64688,"64.208.138.143",80,12,2392,10972,0,0,6,1253,6,1139,121.404363,10.640439,942,856
"172.16.133.84",58852,"199.16.156.104",443,24,6963,10973,0,0,10,2362,14,4601,121.438986,30.284796,623,1215
"172.16.133.54",64689,"67.69.174.130",80,77,70300,10974,0,0,29,2703,48,67597,121.465338,135.771358,159,3982
"172.16.133.54",64690,"67.69.174.130",80,6,372,10975,0,0,4,246,2,126,121.465728,5.203254999999999,378,193
"172.16.133.78",59275,"172.16.139.250",5440,8,902,10976,0,0,8,902,0,0,121.469637,0.006325999999987175,1140689,0
"172.16.133.67",56046,"172.16.139.250",5440,10,1022,10977,0,0,10,1022,0,0,121.524066,0.014694999999989022,556379,0
"172.16.133.56",61489,"172.16.139.250",5440,12,1142,10978,0,0,12,1142,0,0,121.547547,0.005172999999999206,1766093,0
"172.16.133.41",53157,"172.16.139.250",5440,10,1022,10979,0,0,10,1022,0,0,121.602868,0.007332000000005223,1115111,0
"172.16.133.42",57186,"172.16.139.250",5440,12,1142,10980,0,0,12,1142,0,0,121.619396,0.027686000000002764,329986,0
"172.16.133.85",52332,"172.16.139.250",5440,10,1022,10981,0,0,10,1022,0,0,121.619616,0.01706500000000233,479109,0
"172.16.133.54",64691,"157.56.134.97",80,13,6222,10982,0,0,7,2577,6,3645,121.651727,0.12347000000001174,166971,236170
"172.16.133.43",57842,"172.16.139.250",5440,10,1022,10983,0,0,10,1022,0,0,121.67304,0.016861000000005788,484905,0
"172.16.133.97",59450,"66.151.150.190",443,6,366,10984,0,0,4,246,2,120,121.673096,0.2392329999999987,8226,4012
"172.16.133.97",59451,"216.219.113.250",443,7,426,10985,0,0,4,246,3,180,121.673936,0.23833400000000893,8257,6041
"172.16.133.13",53098,"172.16.139.250",5440,12,1142,10986,0,0,12,1142,0,0,121.691729,0.006100000000003547,1497704,0
"172.16.133.113",55640,"172.16.139.250",135,8,492,10987,0,0,8,492,0,0,121.724344,0.01681700000000319,234048,0
"172.16.133.54",64692,"204.154.111.33",80,11,2845,10988,0,0,6,2319,5,526,121.724346,0.06876499999999908,269788,61193
"172.16.133.54",64693,"204.154.111.33",80,11,2842,10989,0,0,6,2316,5,526,121.739872,1.1133669999999967,16641,3779
"172.16.133.20",62454,"172.16.139.250",5440,12,1142,10990,0,0,12,1142,0,0,121.741394,0.004982999999995741,"",""
"172.16.133.113",55641,"172.16.139.250",5462,10,696,10991,0,0,10,696,0,0,121.747844,0.530469999999994,10496,0
"172.16.133.75",51038,"172.16.139.250",5440,10,1022,10992,0,0,10,1022,0,0,121.757643,0.005593000000004622,1461827,0
"172.16.133.28",65532,"172.16.139.250",5440,10,1022,10993,0,0,10,1022,0,0,121.770878,0.005425000000002456,1507096,0
"172.16.133.114",55335,"67.217.65.49",443,266,25214,10994,0,0,170,13512,96,11702,121.784672,159.32284399999998,678,587
"172.16.133.99",56103,"172.16.139.250",5440,12,1142,10995,0,0,12,1142,0,0,121.798264,0.15171399999999835,60218,0
"172.16.133.87",60268,"172.16.139.250",5440,10,1022,10996,0,0,10,1022,0,0,121.82236,0.13203599999999938,61922,0
"172.16.133.35",50034,"172.16.139.250",5440,12,1142,10997,0,0,12,1142,0,0,121.832635,0.13705600000000118,66658,0
"172.16.133.116",53551,"172.16.139.250",5440,10,1022,10998,0,0,10,1022,0,0,121.835556,0.07357199999999864,111129,0
"172.16.133.84",58853,"172.16.139.250",5440,12,1142,10999,0,0,12,1142,0,0,121.858598,0.14855199999999513,61500,0
"172.16.133.116",53552,"172.16.139.250",5440,10,1022,11000,0,0,10,1022,0,0,121.910281,0.1402350000000041,58302,0
"172.16.133.49",55855,"172.16.139.250",5440,10,1022,11001,0,0,10,1022,0,0,121.936053,0.12736200000000508,64194,0
"172.16.133.68",50585,"172.16.139.250",5500,8,8844,11002,0,0,8,8844,0,0,121.970346,0.004701999999994655,"",""
"172.16.133.95",57029,"172.16.139.250",5440,10,1022,11003,0,0,10,1022,0,0,121.974611,0.11567100000000607,70683,0
"172.16.133.87",60269,"173.194.73.104",80,19,6198,11004,0,0,11,3856,8,2342,122.000071,137.28794600000003,224,136
"172.16.133.92",57743,"172.16.139.250",5440,10,1022,11005,0,0,10,1022,0,0,122.000652,0.14218599999999526,57502,0
"172.16.133.29",61015,"172.16.139.250",5440,12,1142,11006,0,0,12,1142,0,0,122.018389,0.12811800000000062,71309,0
"172.16.133.44",64896,"172.16.139.250",5440,10,1022,11007,0,0,10,1022,0,0,122.024833,0.12507300000000043,65369,0
"172.16.133.114",55336,"67.217.64.49",443,264,25057,11008,0,0,169,13421,95,11636,122.038813,159.06870399999997,674,585
"172.16.133.207",55993,"172.16.139.250",5440,12,1142,11009,0,0,12,1142,0,0,122.050567,0.05139199999999278,177770,0
"172.16.133.116",53553,"172.16.139.250",5440,12,1142,11010,0,0,12,1142,0,0,122.051551,0.043403999999995335,210487,0
"172.16.133.83",57151,"172.16.139.250",5440,10,1022,11011,0,0,10,1022,0,0,122.059114,0.039092000000010785,209147,0
"172.16.133.93",60780,"172.16.139.250",5440,12,1142,11012,0,0,12,1142,0,0,122.07591,0.1058840000000032,86283,0
"172.16.133.11",55202,"172.16.139.250",5440,12,1142,11013,0,0,12,1142,0,0,122.093402,0.11337500000000489,80582,0
"172.16.133.55",57691,"172.16.139.250",5440,10,1022,11014,0,0,10,1022,0,0,122.096725,0.08862699999998824,92251,0
"172.16.133.73",60735,"172.16.139.250",5440,10,1022,11015,0,0,10,1022,0,0,122.119411,0.08175699999999608,100003,0
"172.16.133.53",54179,"172.16.139.250",5440,10,1022,11016,0,0,10,1022,0,0,122.123477,0.08678500000000611,94209,0
"172.16.133.21",53254,"172.16.139.250",5440,10,1022,11017,0,0,10,1022,0,0,122.126833,0.04754299999999034,171970,0
"172.16.133.30",62685,"172.16.139.250",5440,10,1022,11018,0,0,10,1022,0,0,122.12997,0.07836199999999849,104336,0
"172.16.133.126",61860,"96.43.146.178",443,29,10016,11019,0,0,15,5719,14,4297,122.132227,139.60506299999997,327,246
"172.16.133.25",63548,"172.16.139.250",5440,10,1022,11020,0,0,10,1022,0,0,122.137232,0.07672999999999774,106555,0
"172.16.133.34",50499,"172.16.139.250",5440,10,1022,11021,0,0,10,1022,0,0,122.145233,0.03296899999999425,247990,0
"172.16.133.97",59452,"172.16.139.250",5440,10,1022,11022,0,0,10,1022,0,0,122.156379,0.06090799999999774,134235,0
"172.16.133.33",57961,"172.16.139.250",5440,10,1022,11023,0,0,10,1022,0,0,122.230054,0.005668000000000006,1442484,0
"172.16.133.73",60736,"180.153.31.250",443,6,366,11024,0,0,4,246,2,120,122.231709,0.4680450000000036,4204,2051
"172.16.133.54",64694,"74.121.139.112",80,18,7908,11025,0,0,10,3794,8,4114,122.243924,10.657309999999981,2847,3088
"172.16.133.68",60817,"172.16.139.250",5440,10,1022,11026,0,0,10,1022,0,0,122.262954,0.014890000000008285,549093,0
"172.16.133.114",55337,"67.217.66.49",443,267,25328,11027,0,0,171,13578,96,11750,122.264736,158.84277899999998,683,591
"172.16.133.12",59839,"172.16.139.250",5440,10,1022,11028,0,0,10,1022,0,0,122.275744,0.00646399999999403,1264851,0
"172.16.133.63",53947,"172.16.139.250",5440,10,1022,11029,0,0,10,1022,0,0,122.285204,0.01623300000001393,503665,0
"172.16.133.54",64695,"74.121.139.112",80,6,372,11030,0,0,4,246,2,126,122.290656,5.358620000000002,367,188
"172.16.133.54",64696,"209.190.70.254",80,17,7994,11031,0,0,8,4009,9,3985,122.292641,0.4545129999999915,70563,70141
"172.16.133.66",53939,"172.16.139.250",5440,12,1142,11032,0,0,12,1142,0,0,122.300042,0.11341000000000179,80557,0
"172.16.133.54",64697,"209.190.70.254",80,16,7062,11033,0,0,7,3489,9,3573,122.302289,0.9730050000000006,28686,29377
"172.16.133.49",55856,"132.245.2.22",443,25,16355,11034,0,0,10,1878,15,14477,122.307522,0.8974609999999927,16740,129048
"172.16.133.82",61409,"172.16.139.250",5440,12,1142,11035,0,0,12,1142,0,0,122.314709,0.09028600000000608,101189,0
"172.16.133.37",60685,"172.16.139.250",5440,10,1022,11036,0,0,10,1022,0,0,122.327474,0.08131600000000105,100546,0
"172.16.133.57",60621,"96.43.146.48",443,36,13737,11037,0,0,19,1882,17,11855,122.397442,2.244220999999996,6708,42259
"172.16.133.68",60818,"172.16.139.250",5440,12,1142,11038,0,0,12,1142,0,0,122.402565,0.014980000000008431,609879,0
"172.16.133.54",64698,"64.215.255.57",80,8,1435,11039,0,0,5,1114,3,321,122.412759,0.08905700000001104,100070,28835
"172.16.133.78",59276,"172.16.139.250",5440,12,1142,11040,0,0,12,1142,0,0,122.483698,0.027530999999996197,331844,0
"172.16.133.54",64699,"23.23.139.110",80,6,366,11041,0,0,4,246,2,120,122.516684,5.122092000000009,384,187
"172.16.133.54",64700,"23.23.139.110",80,11,2263,11042,0,0,6,927,5,1336,122.51695,59.818921,123,178
"172.16.133.67",56047,"172.16.139.250",5440,10,1022,11043,0,0,10,1022,0,0,122.53808,0.0055440000000004375,1474747,0
"172.16.133.56",61490,"172.16.139.250",5440,10,1022,11044,0,0,10,1022,0,0,122.560252,0.005274999999997476,1549952,0
"172.16.133.41",53158,"172.16.139.250",5440,12,1142,11045,0,0,12,1142,0,0,122.617012,0.007428000000004431,1229940,0
"172.16.133.42",57187,"172.16.139.250",5440,12,1142,11046,0,0,12,1142,0,0,122.632864,0.009962999999999056,916992,0
"172.16.133.85",52333,"172.16.139.250",5440,10,1022,11047,0,0,10,1022,0,0,122.63341,0.01454999999999984,561924,0
"172.16.133.43",57843,"172.16.139.250",5440,10,1022,11048,0,0,10,1022,0,0,122.686944,0.005814999999998349,1406018,0
"172.16.133.13",53099,"172.16.139.250",5440,10,1022,11049,0,0,10,1022,0,0,122.706606,0.015238000000010743,536553,0
"172.16.133.54",64701,"157.56.134.97",80,13,6202,11050,0,0,7,2570,6,3632,122.731294,0.12682999999999822,162106,229094
"172.16.133.99",56104,"172.16.139.250",5440,12,1142,11051,0,0,12,1142,0,0,122.738769,0.014690000000001646,621919,0
"172.16.133.20",62455,"172.16.139.250",5440,10,1022,11052,0,0,10,1022,0,0,122.755381,0.014679999999998472,556948,0
"172.16.133.99",53420,"96.43.146.48",443,2,120,11053,0,0,1,60,1,60,122.763457,9.299999999257125e-05,"",""
"172.16.133.99",56105,"96.43.146.48",443,21,8622,11054,0,0,11,2636,10,5986,122.764277,2.332127,9042,20534
"172.16.133.75",51039,"172.16.139.250",5440,10,1022,11055,0,0,10,1022,0,0,122.772884,0.01600499999999272,510840,0
"172.16.133.28",65533,"172.16.139.250",5440,10,1022,11056,0,0,10,1022,0,0,122.78621,0.00625999999999749,1306070,0
"172.16.133.99",56106,"172.16.139.250",5440,12,1142,11057,0,0,12,1142,0,0,122.812691,0.01492600000000266,612086,0
"172.16.133.73",60737,"23.21.84.31",443,20,6701,11058,0,0,10,1671,10,5030,122.834444,9.624280999999982,1388,4181
"172.16.133.73",60738,"64.208.138.117",443,31,14166,11059,0,0,15,6017,16,8149,122.835189,19.615990999999994,2453,3323
"172.16.133.73",60739,"72.21.203.149",443,24,9843,11060,0,0,11,1593,13,8250,122.83598,162.642024,78,405
